index,name,description,brand,category,mrp_price,currency,stock,ean,color,availability,internal_id,qty,selling_price,discount,discount_percentage,revenue,stock_value
5738,Mixer Grill,Training break whatever part.,Rogers Ltd,Haircare,521.0,INR,776,7925510000000.0,PaleVioletRed,discontinued,31,494,375.12,145.88,28.0,185309.28,291093.12
5739,Advanced Router Smart,Sort half know throw guess.,"Hardy, Jensen and Bartlett",Kitchen Appliances,71.0,INR,458,6458760000000.0,BurlyWood,in_stock,33,591,51.12,19.88,28.0,30211.92,23412.96
5740,Mini Fan,Oil account deep.,Neal-Fox,Office Supplies,333.0,INR,17,502246000000.0,LemonChiffon,discontinued,3,156,266.4,66.6,20.0,41558.4,4528.8
5741,Digital Projector Oven Thermostat Eco Smart,Avoid decide total film coach.,"Dean, Gill and Howe",Skincare,771.0,INR,914,8221150000000.0,MintCream,out_of_stock,1,764,470.31,300.69,39.0,359316.84,429863.34
5742,Wireless Thermostat,Paper example get off top notice century.,Burgess-Bray,Smartwatches,193.0,INR,742,7676820000000.0,Brown,backorder,9,931,127.38,65.62,34.0,118590.78,94515.96
5743,Automatic Router,Face away their section everything parent Democrat character.,"Ware, Deleon and Solis",Women's Clothing,477.0,INR,577,2479000000000.0,AntiqueWhite,out_of_stock,17,142,400.68,76.32,16.0,56896.56,231192.36
5744,Automatic Powerbank Router,My as keep source available bed.,"Sullivan, Acevedo and Dunlap",Toys & Games,307.0,INR,560,8717910000000.0,MediumSeaGreen,in_stock,69,846,224.11,82.89,27.0,189597.06,125501.6
5745,Wireless Cooker Brush Sense Rechargeable Max,Should response trade.,Graves-Mahoney,Smartwatches,166.0,INR,497,855035000000.0,LightGreen,discontinued,94,669,96.28,69.72,42.0,64411.32,47851.16
5746,Heater,Actually just one concern car.,"Khan, Galvan and Jacobs",Team Sports,391.0,INR,854,7495750000000.0,Linen,discontinued,13,896,277.61,113.39,29.0,248738.56,237078.94
5747,Grill,Full think small too itself light system beyond.,"Acosta, Eaton and Lester",Home & Kitchen,174.0,INR,163,3877110000000.0,DarkSlateGray,pre_order,69,69,99.18,74.82,43.0,6843.42,16166.34
5748,Smart Monitor Compact Pro,Other authority the design language final anyone road.,"Clark, Pacheco and Curry",Home & Kitchen,554.0,INR,233,2681350000000.0,LightYellow,pre_order,77,508,498.6,55.4,10.0,253288.8,116173.8
5749,Mouse Charger,Policy market agency different.,Crosby-Padilla,Cleaning Supplies,145.0,INR,36,9924350000000.0,DodgerBlue,backorder,66,563,102.95,42.05,29.0,57960.85,3706.2
5750,Eco Webcam Powerbank Rechargeable X,Also conference foreign kid very these day.,"Davis, Hoover and Short",Men's Clothing,695.0,INR,575,4962580000000.0,Olive,discontinued,87,70,611.6,83.4,12.0,42812.0,351670.0
5751,Blender,Mother quality keep option partner care.,Wilcox Inc,Bedding & Bath,447.0,INR,666,2549770000000.0,GhostWhite,out_of_stock,46,536,379.95,67.05,15.0,203653.2,253046.7
5752,Silent Webcam Webcam Treadmill Eco X Clean,Suddenly sort response front current establish forget.,"Wilson, Manning and Frazier",Furniture,426.0,INR,244,9832100000000.0,DarkGoldenRod,pre_order,45,891,213.0,213.0,50.0,189783.0,51972.0
5753,Clean Toaster Mini Prime,Let dark film begin.,Watson PLC,Camping & Hiking,422.0,INR,692,1447770000000.0,Cyan,in_stock,52,757,261.64,160.36,38.0,198061.48,181054.88
5754,Mixer,Arm civil consumer again daughter.,Larson-Gibbs,Kids' Clothing,746.0,INR,724,6348450000000.0,Cyan,discontinued,18,685,559.5,186.5,25.0,383257.5,405078.0
5755,Eco Speakerphone Fast Premium,Mother machine available look receive test usually.,"Russell, Gentry and Cowan",Skincare,160.0,INR,907,9941130000000.0,LightSteelBlue,backorder,55,412,108.8,51.2,32.0,44825.6,98681.6
5756,Premium Bicycle Scooter Max Silent Ultra,Article generation per state adult.,English-Jacobs,Fragrances,295.0,INR,875,8207460000000.0,DarkSlateBlue,in_stock,98,751,215.35,79.65,27.0,161727.85,188431.25
5757,Clean Webcam Cooker Toaster 360 X One,Second husband find test gun.,"Roberts, Compton and Branch",Fitness Equipment,194.0,INR,182,2223170000000.0,HotPink,out_of_stock,80,951,149.38,44.62,23.0,142060.38,27187.16
5758,Wireless Watch,Want wait include form certain too onto style.,Preston PLC,Makeup,401.0,INR,264,6686880000000.0,Linen,backorder,66,133,236.59,164.41,41.0,31466.47,62459.76
5759,Digital Fan Smart,Process individual above.,Cross-Waller,"Accessories (Bags, Hats, Belts)",384.0,INR,715,8213580000000.0,DarkRed,backorder,97,290,280.32,103.68,27.0,81292.8,200428.8
5760,Scale,Serve among bed.,"Walton, Davenport and Lozano",Men's Clothing,873.0,INR,370,6052440000000.0,Cornsilk,discontinued,48,914,541.26,331.74,38.0,494711.64,200266.2
5761,Microphone Headphones,Mean police serious newspaper knowledge art movement walk.,"Mcconnell, Rich and Massey",Haircare,361.0,INR,87,1545070000000.0,DarkOrange,out_of_stock,26,127,277.97,83.03,23.0,35302.19,24183.39
5762,Brush,Several call course site crime.,Choi and Sons,Laptops & Computers,623.0,INR,244,4599080000000.0,DarkSalmon,backorder,6,424,336.42,286.58,46.0,142642.08,82086.48
5763,Wireless Webcam Webcam Stove,Represent rather summer section war.,"Patton, Newman and Shah",Beauty & Personal Care,736.0,INR,991,3213350000000.0,Crimson,backorder,11,805,699.2,36.8,5.0,562856.0,692907.2
5764,Keyboard Toaster Monitor,Report economy back entire growth position deal take.,Mayer and Sons,Kitchen Appliances,224.0,INR,452,6054510000000.0,HoneyDew,discontinued,62,525,127.68,96.32,43.0,67032.0,57711.36
5765,Smart Scale Treadmill Digital,Despite stage serious series my agree soon.,Ortega-Poole,Fragrances,414.0,INR,681,3621400000000.0,HoneyDew,backorder,4,241,385.02,28.98,7.0,92789.82,262198.62
5766,Wireless Lock Lite Touch,Everyone figure very leader.,Wilkerson Group,Furniture,669.0,INR,546,5105380000000.0,Gainsboro,in_stock,23,841,428.16,240.84,36.0,360082.56,233775.36
5767,Premium Cooker Clean 360 Max,Measure pick Republican around common medical everyone.,Pope Ltd,Cleaning Supplies,918.0,INR,106,5559260000000.0,PaleGreen,out_of_stock,80,406,771.12,146.88,16.0,313074.72,81738.72
5768,Automatic Stove Blender Oven Smart Ultra,Treat within front popular.,Fisher PLC,Camping & Hiking,106.0,INR,984,9555010000000.0,LawnGreen,out_of_stock,55,400,58.3,47.7,45.0,23320.0,57367.2
5769,Compact Radio Radio Smart Eco,Building person record dream party strong fish.,Bonilla LLC,Cycling,346.0,INR,705,1022130000000.0,MediumOrchid,discontinued,41,590,301.02,44.98,13.0,177601.8,212219.1
5770,Vacuum,Total until edge physical amount modern.,Barnett PLC,Home & Kitchen,637.0,INR,218,2107840000000.0,DarkMagenta,discontinued,97,84,490.49,146.51,23.0,41201.16,106926.82
5771,Advanced Fan Pro Automatic,Actually pattern letter agent fund.,Barton-Salinas,Automotive,212.0,INR,487,932060000000.0,DarkMagenta,backorder,40,62,184.44,27.56,13.0,11435.28,89822.28
5772,Ultra Mouse,Car ask fall system serious drive TV.,"Maxwell, House and Rangel",Sports & Outdoors,732.0,INR,839,1182260000000.0,Maroon,discontinued,78,969,424.56,307.44,42.0,411398.64,356205.84
5773,Automatic Projector Freezer Premium Silent Silent,Quality put important movie score.,"Cherry, Valenzuela and Robles",Team Sports,508.0,INR,325,6518360000000.0,Salmon,backorder,88,403,477.52,30.48,6.0,192440.56,155194.0
5774,Fast Grill Phone,Ever free at air value approach.,Morse-Lewis,Automotive,468.0,INR,246,1602200000000.0,Silver,in_stock,74,833,248.04,219.96,47.0,206617.32,61017.84
5775,Pro Treadmill,Side common strategy end sell.,Fry-Barnett,Camping & Hiking,202.0,INR,824,8761400000000.0,Crimson,pre_order,73,460,169.68,32.32,16.0,78052.8,139816.32
5776,Wireless Toaster Eco,Situation customer customer keep.,Howe Group,Smartphones,9.0,INR,685,2178160000000.0,Violet,discontinued,85,779,4.86,4.14,46.0,3785.94,3329.1
5777,Mini Headphones Monitor Plus,Real week husband generation.,"Moss, Hudson and Santana",Automotive,492.0,INR,932,3297020000000.0,Sienna,backorder,46,920,319.8,172.2,35.0,294216.0,298053.6
5778,Smart Scale Advanced,Spend best miss can collection brother.,Oconnell and Sons,Cleaning Supplies,12.0,INR,951,4097840000000.0,Olive,limited_stock,6,639,8.76,3.24,27.0,5597.64,8330.76
5779,Speaker Router Lamp,Federal resource test product common picture.,Higgins Ltd,Women's Clothing,244.0,INR,915,7654420000000.0,SteelBlue,backorder,18,252,143.96,100.04,41.0,36277.92,131723.4
5780,Silent Drone Smart,What lead want receive decision.,"Garcia, Vang and Vance",Books & Stationery,826.0,INR,624,3372250000000.0,SlateBlue,backorder,13,579,536.9,289.1,35.0,310865.1,335025.6
5781,Charger Monitor Brush,Campaign admit whose pay performance.,"Peck, Mcgee and Weber",Home & Kitchen,871.0,INR,400,9159990000000.0,PapayaWhip,in_stock,49,870,496.47,374.53,43.0,431928.9,198588.0
5782,Automatic Grill,Answer direction benefit note.,Tate Ltd,Books & Stationery,437.0,INR,524,3420390000000.0,SaddleBrown,limited_stock,28,352,345.23,91.77,21.0,121520.96,180900.52
5783,Eco Webcam Trimmer Projector Portable,White modern trip detail be.,Peterson-Combs,Kids' Clothing,105.0,INR,17,4466600000000.0,Green,out_of_stock,65,999,86.1,18.9,18.0,86013.9,1463.7
5784,Rechargeable Mouse Powerbank Printer Prime One,Note make vote family.,"Rivers, Zimmerman and Wolfe",Headphones & Earbuds,252.0,INR,445,9507850000000.0,DarkGreen,out_of_stock,55,946,201.6,50.4,20.0,190713.6,89712.0
5785,Grill Tablet Fridge,Onto ago today some.,"Maldonado, Foley and Parrish",Cleaning Supplies,594.0,INR,723,4932310000000.0,White,limited_stock,99,166,338.58,255.42,43.0,56204.28,244793.34
5786,Portable Brush Fridge Drone One Lite,Find first catch year yeah ago.,"Buchanan, Thompson and Frye",Clothing & Apparel,250.0,INR,24,3143870000000.0,LightSkyBlue,out_of_stock,96,320,235.0,15.0,6.0,75200.0,5640.0
5787,Compact Toaster Automatic,Performance line watch western garden.,Small-Cruz,Fragrances,560.0,INR,433,748164000000.0,GoldenRod,in_stock,99,996,504.0,56.0,10.0,501984.0,218232.0
5788,Radio Light Fan,Next return bill statement even.,"Roy, Rivera and Ferrell",Fishing & Hunting,805.0,INR,56,4415530000000.0,LightBlue,pre_order,32,898,716.45,88.55,11.0,643372.1,40121.2
5789,Stove Monitor Tablet,Until still and appear per American.,Cisneros Inc,Fragrances,249.0,INR,213,3845770000000.0,ForestGreen,out_of_stock,46,610,126.99,122.01,49.0,77463.9,27048.87
5790,Rechargeable Radio Treadmill Touch Premium,Feel sit wear money.,"Moyer, Wiley and Fischer",Smartwatches,493.0,INR,452,1467410000000.0,Lavender,discontinued,65,853,364.82,128.18,26.0,311191.46,164898.64
5791,Advanced Microphone Cooler,Wish allow phone.,Charles-Hoffman,Haircare,400.0,INR,849,6532550000000.0,Plum,in_stock,76,847,288.0,112.0,28.0,243936.0,244512.0
5792,Lock Thermostat,Thus note major war design bar image.,Schultz-Espinoza,Kids' Clothing,695.0,INR,219,4163550000000.0,DarkRed,in_stock,67,640,562.95,132.05,19.0,360288.0,123286.05
5793,Heater,Next image thought large theory artist he.,Sanchez Ltd,Smartwatches,905.0,INR,723,9975980000000.0,SlateBlue,out_of_stock,93,900,733.05,171.95,19.0,659745.0,529995.15
5794,Lock Thermostat,Pm but parent.,Castillo LLC,Sports & Outdoors,748.0,INR,173,3824610000000.0,Pink,discontinued,70,851,613.36,134.64,18.0,521969.36,106111.28
5795,Freezer Powerbank Watch,Traditional range how spend issue identify.,Kane Ltd,Cameras & Accessories,151.0,INR,46,589297000000.0,DarkGreen,pre_order,33,883,119.29,31.71,21.0,105333.07,5487.34
5796,Smart Tablet Powerbank Blender Lite Touch Pro,Business play season.,"Jimenez, Bond and Rich",Team Sports,180.0,INR,815,2473390000000.0,CornflowerBlue,pre_order,85,79,149.4,30.6,17.0,11802.6,121761.0
5797,Smart Keyboard Freezer Smart 360 Lite,Protect worker employee benefit think behind write.,"Leach, Beltran and Parsons",Cameras & Accessories,204.0,INR,789,580764000000.0,Teal,in_stock,74,781,114.24,89.76,44.0,89221.44,90135.36
5798,Clean Fan Cooler Vacuum Digital Prime,Would up plant adult arrive social.,Mccarthy-Avery,Skincare,129.0,INR,454,8680790000000.0,LawnGreen,backorder,21,910,119.97,9.03,7.0,109172.7,54466.38
5799,Premium Trimmer Shaver Touch,Admit hotel who step.,"Craig, Barajas and Li",Kitchen Appliances,400.0,INR,951,5872720000000.0,Chocolate,discontinued,96,515,200.0,200.0,50.0,103000.0,190200.0
5800,Smart Grill Grill Compact Pro,Speech resource somebody green wonder inside tough.,"Lamb, Duarte and Wilkins",Skincare,401.0,INR,295,9111450000000.0,Turquoise,out_of_stock,9,551,372.93,28.07,7.0,205484.43,110014.35
5801,Clean Mouse 360 360 Max,Road along yes challenge spring popular.,"Spears, Randolph and Benson",Cycling,916.0,INR,444,7805910000000.0,LightSalmon,discontinued,57,152,687.0,229.0,25.0,104424.0,305028.0
5802,Advanced Stove Monitor Tablet Automatic,Movement new middle different.,"Mcmillan, Fernandez and Spears",Women's Clothing,114.0,INR,331,5977580000000.0,Bisque,limited_stock,19,911,59.28,54.72,48.0,54004.08,19621.68
5803,Advanced Trimmer Clock Advanced Rechargeable,Tree stop some around.,Hardy-Whitaker,Makeup,294.0,INR,564,2977500000000.0,DarkGoldenRod,limited_stock,65,602,185.22,108.78,37.0,111502.44,104464.08
5804,Premium Grill Charger Headphones Clean Lite,Perform dinner suffer think green area.,Mclaughlin Ltd,Home & Kitchen,412.0,INR,280,7903310000000.0,Cornsilk,limited_stock,91,613,284.28,127.72,31.0,174263.64,79598.4
5805,Clean Fan 360,Action worker city drop hundred.,Byrd-Beltran,Kids' Clothing,71.0,INR,195,8145110000000.0,Coral,backorder,65,438,66.03,4.97,7.0,28921.14,12875.85
5806,Pro Fridge Printer Mouse Lite Digital Compact,Five peace pick similar read.,Morrow and Sons,Smartwatches,620.0,INR,294,8947210000000.0,MediumOrchid,backorder,97,135,310.0,310.0,50.0,41850.0,91140.0
5807,Compact Microphone Headphones Touch,Goal machine simply item.,"Cooley, Holt and Roy",Headphones & Earbuds,325.0,INR,50,2626890000000.0,LightGoldenRodYellow,backorder,89,901,217.75,107.25,33.0,196192.75,10887.5
5808,Ultra Charger Tablet Brush Rechargeable Smart Wireless,Guess shoulder former base serious form.,"Steele, White and Goodman",Cameras & Accessories,19.0,INR,892,379633000000.0,NavajoWhite,out_of_stock,90,202,10.45,8.55,45.0,2110.9,9321.4
5809,Fast Keyboard Toaster Monitor Air Smart,Matter yourself vote generation market Mrs.,Gillespie-Meyers,Home & Kitchen,303.0,INR,910,209992000000.0,Gray,backorder,82,406,203.01,99.99,33.0,82422.06,184739.1
5810,Smart Router Fast Silent Digital,Image project thought.,"Campbell, Tucker and Tanner",Shoes & Footwear,120.0,INR,340,553912000000.0,Olive,out_of_stock,21,822,84.0,36.0,30.0,69048.0,28560.0
5811,Automatic Tablet Ultra,Thousand professional special win.,Mitchell and Sons,Automotive,405.0,INR,953,4817160000000.0,Chocolate,limited_stock,68,433,299.7,105.3,26.0,129770.1,285614.1
5812,Smart Fan Powerbank One,Name specific law local item.,"Spencer, Cameron and Wilcox",Cameras & Accessories,414.0,INR,941,2000610000000.0,LightSalmon,pre_order,46,736,372.6,41.4,10.0,274233.6,350616.6
5813,Iron,Probably by together large window blood mouth.,Weeks Inc,Camping & Hiking,473.0,INR,796,3478880000000.0,SlateGray,backorder,3,101,359.48,113.52,24.0,36307.48,286146.08
5814,Silent Fan Digital Ultra,Hundred sell every try positive.,Mendoza-Russo,Shoes & Footwear,694.0,INR,508,5039150000000.0,ForestGreen,discontinued,94,578,416.4,277.6,40.0,240679.2,211531.2
5815,Portable Keyboard Speakerphone Fan Silent,Daughter pass argue environment.,Banks-Keller,Haircare,303.0,INR,780,6387490000000.0,PapayaWhip,in_stock,39,85,248.46,54.54,18.0,21119.1,193798.8
5816,Watch Grill,Every executive across born research factor wonder.,"Khan, Willis and Shepherd",Health & Wellness,752.0,INR,539,4976580000000.0,Orchid,out_of_stock,90,813,548.96,203.04,27.0,446304.48,295889.44
5817,Digital Iron Heater One Touch Silent,I option eye explain one drive paper.,"Morris, Dudley and Berger",Makeup,176.0,INR,498,1695410000000.0,YellowGreen,discontinued,57,622,123.2,52.8,30.0,76630.4,61353.6
5818,Clean Scanner Shaver Powerbank Prime,Laugh partner machine thank.,Benitez and Sons,Kids' Clothing,655.0,INR,691,4454890000000.0,MediumPurple,backorder,64,546,393.0,262.0,40.0,214578.0,271563.0
5819,Smart Cooler One Smart,Pay heavy according that painting character.,"Wu, Proctor and Solis",Shoes & Footwear,330.0,INR,756,4533720000000.0,SteelBlue,out_of_stock,65,974,184.8,145.2,44.0,179995.2,139708.8
5820,Ultra Camera Smart Mini Smart,Food commercial year them movement defense study.,"Spears, Huynh and Roman",Haircare,118.0,INR,229,9462490000000.0,IndianRed,limited_stock,83,953,77.88,40.12,34.0,74219.64,17834.52
5821,Fast Fan Speaker Fridge Mini Digital Edge,It go race medical camera travel board.,Walton-Shannon,"Accessories (Bags, Hats, Belts)",603.0,INR,510,1269330000000.0,DarkMagenta,out_of_stock,57,502,440.19,162.81,27.0,220975.38,224496.9
5822,Smart Printer Charger Brush,Inside night within health.,Mason Inc,Camping & Hiking,270.0,INR,517,6241420000000.0,DimGray,out_of_stock,64,659,234.9,35.1,13.0,154799.1,121443.3
5823,Pro Cooler Clean Air,Dream maybe child.,"Hanson, Hawkins and Russell",Home & Kitchen,663.0,INR,418,9231000000000.0,Navy,pre_order,37,639,424.32,238.68,36.0,271140.48,177365.76
5824,Eco Charger Treadmill Plus Premium,Natural study old benefit project.,Leach and Sons,Grooming Tools,109.0,INR,734,5933580000000.0,LemonChiffon,backorder,36,671,101.37,7.63,7.0,68019.27,74405.58
5825,Scooter,Property probably thus security simple somebody.,Camacho Ltd,Toys & Games,308.0,INR,979,6782290000000.0,Cornsilk,in_stock,78,222,157.08,150.92,49.0,34871.76,153781.32
5826,Silent Lamp Scanner Vacuum,Upon range along.,"Moran, Hall and Reilly",Fitness Equipment,882.0,INR,209,3049490000000.0,Orchid,backorder,63,405,458.64,423.36,48.0,185749.2,95855.76
5827,Fast Mouse Silent Wireless,Night company suddenly shoulder unit.,Carr-Martin,Cleaning Supplies,640.0,INR,879,8773290000000.0,DodgerBlue,in_stock,7,929,524.8,115.2,18.0,487539.2,461299.2
5828,Automatic Cooler Vacuum Go One,Laugh often son represent thousand.,Vasquez-Hendricks,Furniture,474.0,INR,573,9488070000000.0,Teal,in_stock,9,81,402.9,71.1,15.0,32634.9,230861.7
5829,Advanced Vacuum Smart,Able standard every perform call.,"Meadows, Ewing and Howe","Accessories (Bags, Hats, Belts)",108.0,INR,237,4615450000000.0,OliveDrab,backorder,95,381,75.6,32.4,30.0,28803.6,17917.2
5830,Automatic Freezer,Young short job first memory clearly.,Hood Ltd,Skincare,435.0,INR,229,8453790000000.0,LightCyan,out_of_stock,3,663,326.25,108.75,25.0,216303.75,74711.25
5831,Eco Radio Light Fan Portable Prime Touch,Happy trial air late.,Tanner and Sons,Cycling,189.0,INR,682,1450070000000.0,HotPink,pre_order,50,181,109.62,79.38,42.0,19841.22,74760.84
5832,Grill Charger Headphones,Dog cause poor child appear.,Lawrence LLC,Beauty & Personal Care,525.0,INR,613,2719000000000.0,White,in_stock,40,821,477.75,47.25,9.0,392232.75,292860.75
5833,Portable Lamp Monitor,Economic measure laugh however door arm then.,Vaughn PLC,Makeup,425.0,INR,254,6044810000000.0,Gray,out_of_stock,24,374,306.0,119.0,28.0,114444.0,77724.0
5834,Grill Tablet Fridge,Price oil southern beautiful green.,"Zavala, Calderon and Becker",Headphones & Earbuds,104.0,INR,545,3450440000000.0,Indigo,in_stock,80,154,72.8,31.2,30.0,11211.2,39676.0
5835,Silent Grill Charger Headphones,Old must smile newspaper others hope level budget.,Vasquez-Frost,Women's Clothing,350.0,INR,521,5356500000000.0,LightBlue,in_stock,11,888,196.0,154.0,44.0,174048.0,102116.0
5836,Clean Watch Camera Fast Lite X,Travel rest bill land property clear ability.,Gillespie Group,Books & Stationery,626.0,INR,105,5121690000000.0,CornflowerBlue,in_stock,66,431,538.36,87.64,14.0,232033.16,56527.8
5837,Premium Tablet Router Printer Clean Smart,Yourself particularly capital free.,Barr LLC,Grooming Tools,67.0,INR,76,5835840000000.0,Magenta,discontinued,79,921,58.96,8.04,12.0,54302.16,4480.96
5838,Clean Mixer Freezer Trimmer Smart,Shoulder near necessary performance.,"Wallace, Berg and Yang",Books & Stationery,492.0,INR,891,4435910000000.0,Salmon,discontinued,62,227,354.24,137.76,28.0,80412.48,315627.84
5839,Eco Router Lamp Wireless Plus,Next test free visit.,Lucero-Lucero,Clothing & Apparel,900.0,INR,886,3414130000000.0,PaleVioletRed,in_stock,21,692,504.0,396.0,44.0,348768.0,446544.0
5840,Scooter,Experience at play carry four.,Eaton Inc,Grooming Tools,90.0,INR,117,241010000000.0,YellowGreen,discontinued,12,990,45.9,44.1,49.0,45441.0,5370.3
5841,Smart Fan Thermostat,First deep house or painting.,"Lyons, Watkins and Mccall",Books & Stationery,107.0,INR,191,9838700000000.0,MistyRose,backorder,57,973,72.76,34.24,32.0,70795.48,13897.16
5842,Silent Heater Toaster Stove Rechargeable Portable,Since color road test population run.,"Clark, Benton and Compton",Furniture,248.0,INR,545,6351510000000.0,CadetBlue,in_stock,51,339,128.96,119.04,48.0,43717.44,70283.2
5843,Pro Thermostat Stove Lamp Pro Prime,Ok begin former blood parent.,Rogers-Roberson,Team Sports,181.0,INR,638,325899000000.0,LightSeaGreen,in_stock,34,299,164.71,16.29,9.0,49248.29,105084.98
5844,Rechargeable Blender Treadmill Tablet Pro Touch Advanced,Shake financial billion door various state.,Combs PLC,"Accessories (Bags, Hats, Belts)",647.0,INR,398,6527200000000.0,Maroon,pre_order,41,875,537.01,109.99,17.0,469883.75,213729.98
5845,Oven Speaker Fan,Everybody candidate red once wind able.,Bennett Inc,Beauty & Personal Care,198.0,INR,277,2235970000000.0,Cornsilk,backorder,29,492,176.22,21.78,11.0,86700.24,48812.94
5846,Digital Cooker,Goal anyone three song lot.,"Frank, Gray and Ruiz",Office Supplies,73.0,INR,230,8440210000000.0,PaleGoldenRod,limited_stock,45,141,43.8,29.2,40.0,6175.8,10074.0
5847,Silent Tablet Speakerphone Smart Ultra,Age strong year party.,Mccormick PLC,Books & Stationery,191.0,INR,822,6628220000000.0,MistyRose,out_of_stock,22,505,129.88,61.12,32.0,65589.4,106761.36
5848,Fast Scanner Monitor Treadmill Advanced,Seven training full resource member.,Lawrence-Frederick,Cleaning Supplies,432.0,INR,560,7700460000000.0,Lavender,backorder,31,383,341.28,90.72,21.0,130710.24,191116.8
5849,Silent Stove Vacuum Speaker Silent Air Lite,Anyone field quality season whose year if.,Cross-Carpenter,Haircare,644.0,INR,514,4107140000000.0,MediumSlateBlue,out_of_stock,38,980,534.52,109.48,17.0,523829.6,274743.28
5850,Ultra Cooker Cooler Max Plus Mini,Manage choose worry seven professional top center.,"Haas, Rivas and Forbes",Home & Kitchen,406.0,INR,748,3183190000000.0,Plum,limited_stock,22,402,267.96,138.04,34.0,107719.92,200434.08
5851,Watch Grill,Heart floor mouth southern president audience perform after.,Benjamin and Sons,Clothing & Apparel,859.0,INR,609,6171170000000.0,DeepPink,discontinued,85,994,773.1,85.9,10.0,768461.4,470817.9
5852,Silent Clock Lock Max,Cup these kind eight interview certain.,Peterson LLC,Grooming Tools,36.0,INR,715,5207770000000.0,Olive,discontinued,92,943,23.76,12.24,34.0,22405.68,16988.4
5853,Smart Mixer Heater Lite Pro,Drug exactly former term.,Chen Group,Fragrances,919.0,INR,633,5953340000000.0,Aquamarine,pre_order,44,933,762.77,156.23,17.0,711664.41,482833.41
5854,Clean Brush Scale Grill,Join under top.,Hatfield LLC,Sports & Outdoors,388.0,INR,490,3521320000000.0,DeepPink,in_stock,52,784,294.88,93.12,24.0,231185.92,144491.2
5855,Premium Speakerphone Charger,Establish seek million agreement.,"Fitzpatrick, Hinton and Cabrera",Makeup,909.0,INR,700,1019830000000.0,DarkViolet,discontinued,14,867,618.12,290.88,32.0,535910.04,432684.0
5856,Eco Clock Drone Charger,Son former my interesting.,"Valenzuela, May and Livingston",Camping & Hiking,391.0,INR,440,6033920000000.0,DarkOliveGreen,discontinued,58,972,367.54,23.46,6.0,357248.88,161717.6
5857,Clean Mixer Drone Toaster Rechargeable Smart,Positive teacher threat impact wonder individual agency.,Gould Ltd,Health & Wellness,563.0,INR,679,3963450000000.0,DodgerBlue,backorder,11,203,309.65,253.35,45.0,62858.95,210252.35
5858,Automatic Vacuum Shaver,Without cover nearly democratic pick bad.,Mcdaniel-Mcmahon,Beauty & Personal Care,349.0,INR,125,7046380000000.0,MistyRose,out_of_stock,74,127,198.93,150.07,43.0,25264.11,24866.25
5859,Wireless Watch Camera,Answer source development understand return minute language base.,Stanton-Bray,Headphones & Earbuds,58.0,INR,599,7427380000000.0,Tomato,limited_stock,11,993,31.32,26.68,46.0,31100.76,18760.68
5860,Automatic Keyboard Toaster Monitor Lite Rechargeable Portable,Fact person put machine rock would stay.,"Harrell, Flores and Sherman",Skincare,69.0,INR,894,6974070000000.0,DarkOliveGreen,pre_order,11,728,65.55,3.45,5.0,47720.4,58601.7
5861,Grill Charger Headphones,Thank up mind PM answer control.,"Peterson, Key and Jenkins",Clothing & Apparel,873.0,INR,716,9927220000000.0,LightGreen,limited_stock,75,826,602.37,270.63,31.0,497557.62,431296.92
5862,Fast Keyboard Lite Fast Air,Turn grow give defense exactly want.,"Goodwin, Webb and Schroeder",Cleaning Supplies,999.0,INR,240,6843310000000.0,Tomato,in_stock,21,895,629.37,369.63,37.0,563286.15,151048.8
5863,Scanner Tablet Radio,Former carry far beautiful better.,"Zavala, Christian and Hubbard",Women's Clothing,609.0,INR,97,5733810000000.0,GreenYellow,limited_stock,17,669,487.2,121.8,20.0,325936.8,47258.4
5864,Advanced Keyboard Toaster Monitor Mini Ultra Compact,Its recent machine seat month term idea.,"Bird, Hines and Hess",Health & Wellness,174.0,INR,502,8748800000000.0,GhostWhite,out_of_stock,26,256,111.36,62.64,36.0,28508.16,55902.72
5865,Compact Printer Lock Thermostat Sense Plus Advanced,North sort she hour.,Rios-Galloway,Skincare,397.0,INR,677,3303650000000.0,Teal,discontinued,39,779,369.21,27.79,7.0,287614.59,249955.17
5866,Rechargeable Scale Treadmill Mini Edge,For onto age.,Collins-Romero,Home Decor,915.0,INR,720,8275410000000.0,DarkRed,out_of_stock,86,160,677.1,237.9,26.0,108336.0,487512.0
5867,Pro Treadmill Touch Touch Sense,East eat data performance culture.,Horn-May,Cameras & Accessories,163.0,INR,533,8633120000000.0,DarkBlue,backorder,9,391,117.36,45.64,28.0,45887.76,62552.88
5868,Fast Fan Iron Cooker Prime,Degree produce pattern.,Lozano LLC,Clothing & Apparel,15.0,INR,507,5281580000000.0,MediumOrchid,discontinued,91,442,8.1,6.9,46.0,3580.2,4106.7
5869,Clean Freezer,Return machine dinner two most mouth.,Kaiser PLC,Automotive,335.0,INR,10,9851200000000.0,Coral,pre_order,90,830,314.9,20.1,6.0,261367.0,3149.0
5870,Digital Cooker Mini Silent,Peace might consumer to pick western.,"Woods, Durham and Waller",Kids' Clothing,407.0,INR,605,1992190000000.0,NavajoWhite,in_stock,17,371,284.9,122.1,30.0,105697.9,172364.5
5871,Advanced Scanner Mouse,All smile beyond cost.,"Holt, Vaughn and Cabrera",Cleaning Supplies,998.0,INR,155,4940300000000.0,MediumSeaGreen,discontinued,67,775,538.92,459.08,46.0,417663.0,83532.6
